"Hendrix 2017, use mean of percent_suitable to assign area to south delta, use area_acres vs flow for North delta",,,,,
Date,Year,Month,flow_cfs,percent_suitable,area_acres
20667,1956,7,13785.6413408298,0.0706970516,284
23589,1964,7,13959.5654628717,0.0803497509,300
28824,1978,11,13974.6021692961,0.0708992586,296
36311,1999,5,13977.3306564776,0.0399226312,172
31412,1985,12,14003.2529391687,0.0628381363,265
21397,1958,7,14019.1968484527,0.0703206535,282
27575,1975,6,14046.5976846936,0.066007091,278
22646,1961,12,14067.4123274424,0.0609642196,260
32202,1988,2,14089.4791224211,0.0435770816,188
36007,1998,7,14190.4666309542,0.0418806897,179
22281,1960,12,14264.2128764032,0.0625832979,265
30528,1983,7,14346.2124355279,0.0348135702,151
36922,2001,1,14349.9636965261,0.0574892475,245
17623,1948,3,14390.1746292855,0.0544333062,233
35550,1997,4,14433.1748615746,0.0419753301,181
37468,2002,7,14445.9289005613,0.0780557957,292
29494,1980,9,14498.3519322664,0.0638147854,268
8036,1921,12,14516.1278490974,0.0622725723,260
21154,1957,11,14524.982047368,0.0675083731,283
37376,2002,4,14556.8971053929,0.0452855363,195
35033,1995,11,14560.4787194706,0.0617733057,263
16040,1943,11,14658.3928104141,0.0618561845,263
16649,1945,7,14693.2433370942,0.0680855525,267
19479,1953,4,14694.3177715413,0.0359126396,156
27728,1975,11,14714.9237522755,0.0499217523,214
25537,1969,11,14737.2629323422,0.0499199341,214
17714,1948,6,14753.4877171192,0.0628004773,266
8826,1924,2,14774.7765188865,0.0415257406,180
26784,1973,4,14785.764198081,0.0343146144,149
8248,1922,7,14805.0297661939,0.0673505234,272
16892,1946,3,14807.4432503413,0.0506049059,217
17745,1948,7,14841.1280813865,0.0678141213,266
30620,1983,10,14846.0746833283,0.0638073571,270
22128,1960,7,14885.8571729938,0.0711014084,275
8460,1923,2,15011.3785459648,0.0446152135,193
26937,1973,9,15061.0674207373,0.0641350664,270
18962,1951,11,15158.161208662,0.06732929,283
19540,1953,6,15212.9523854672,0.048540717,208
31106,1985,2,15252.6914015094,0.0495541978,214
34181,1993,7,15271.0081158981,0.0677337776,274
27606,1975,7,15355.1502057418,0.0677337776,274
10196,1927,11,15407.336136605,0.0671274043,283
10135,1927,9,15471.4984261226,0.0665377922,280
28702,1978,7,15489.4896133571,0.067693095,274
32720,1989,7,15537.121380556,0.0685292286,270
9528,1926,1,15539.461511112,0.0493371948,214
20058,1954,11,15552.1791518128,0.0671662465,284
37315,2002,2,15562.0376877275,0.0534084593,230
35764,1997,11,15612.7731862485,0.044368207,192
13362,1936,7,15630.4896797254,0.0676898716,275
23042,1963,1,15642.4262268659,0.0391731083,172
8613,1923,7,15666.0814766004,0.0716808905,293
10958,1929,12,15696.6342489002,0.0493383553,214
20971,1957,5,15731.6486460862,0.0335186478,147
15706,1942,12,15741.4446014108,0.0465754872,202
27180,1974,5,15794.3202698347,0.0325844266,143
32904,1990,1,15801.0853828504,0.0493831063,214
12450,1934,1,15828.4741447967,0.0464740874,202
24806,1967,11,15832.4994311286,0.0535418793,231
28641,1978,5,15903.6539602928,0.0350207837,157
15675,1942,11,15918.1372591778,0.0463925123,201
35795,1997,12,15923.4162431735,0.0613586181,259
20120,1955,1,15980.2227795055,0.0391029711,172
29220,1979,12,15997.2477624393,0.0631993162,270
22371,1961,3,16017.1381646314,0.0425778694,186
21519,1958,11,16036.7441027002,0.0534250224,231
19328,1952,11,16037.3283193644,0.0532873102,230
9222,1925,3,16038.9335273817,0.0494334859,214
32142,1987,12,16051.853667324,0.0494334859,214
15522,1942,6,16052.0641118022,0.039553537,171
26358,1972,2,16079.5601818492,0.0390813861,171
10501,1928,9,16083.2602254627,0.0640144287,271
10652,1929,2,16093.193757585,0.0465718015,202
29341,1980,4,16106.4246482479,0.030457601,135
34150,1993,6,16169.1516326608,0.0448947039,194
36646,2000,4,16193.2165551047,0.0316580009,139
14884,1940,9,16316.904799378,0.0639617882,271
36799,2000,9,16346.2321042552,0.0639617882,271
15310,1941,11,16435.9373388198,0.0490254874,213
28763,1978,9,16460.0410772527,0.0616645082,262
26267,1971,11,16505.8259301047,0.0463103056,201
16162,1944,3,16506.5810594281,0.0377786829,166
12935,1935,5,16523.8684532388,0.0391159035,172
37894,2003,9,16535.8569383343,0.0656949237,278
34242,1993,9,16592.6866324712,0.0616645082,262
19571,1953,7,16599.5583993856,0.0653183197,267
33694,1992,3,16612.4711345191,0.0395437255,174
36738,2000,7,16633.3021986878,0.0617100171,263
27363,1974,11,16642.854615443,0.0461698285,201
21093,1957,9,16684.7837672558,0.0606523258,259
17257,1947,3,16693.5479890397,0.0334017641,148
20575,1956,4,16747.6501204111,0.0294189007,131
8370,1922,11,16794.6593598301,0.0459111602,200
25902,1970,11,16804.0403092764,0.0437554425,191
31047,1984,12,16809.8126611802,0.0659176503,281
37833,2003,7,16810.7261690306,0.066630608,282
17075,1946,9,16821.2486252276,0.0606219848,259
35399,1996,11,16854.8966502958,0.0459177421,200
18901,1951,9,16857.3067164745,0.0629069634,267
19997,1954,9,16859.4391544675,0.0629069634,267
31259,1985,7,16861.8057209496,0.0682605047,282
9862,1926,12,16865.9722627806,0.0408126491,179
25384,1969,6,16874.9279050364,0.033482865,151
11688,1931,12,16908.9885562045,0.0471416483,206
30589,1983,9,16911.3160270024,0.0429472661,186
19693,1953,11,16912.1987115064,0.0459058207,200
20879,1957,2,17032.5831500303,0.0316177385,140
36494,1999,11,17055.567610361,0.0437499495,191
22006,1960,3,17127.9901585255,0.0391491588,172
16861,1946,2,17133.5334591171,0.0400571746,176
37346,2002,3,17211.4374051881,0.0385153794,170
26511,1972,7,17219.4076200319,0.0638231413,266
29676,1981,3,17230.2617661559,0.0331137723,147
11719,1932,1,17313.1893914973,0.0360295055,159
17226,1947,2,17315.8919144417,0.0382798641,169
18383,1950,4,17413.2252066899,0.0313304904,139
31532,1986,4,17469.5210672027,0.0298604549,136
24319,1966,7,17475.4928985892,0.0614204285,259
36068,1998,9,17517.9860484299,0.0457814521,199
18294,1950,1,17614.063599818,0.0310033673,138
17014,1946,7,17674.8077262212,0.0630843603,269
11017,1930,2,17680.1798154961,0.0331719997,147
35064,1995,12,17691.0255802488,0.0380662805,168
25050,1968,7,17719.487532236,0.0635996314,266
20789,1956,11,17733.80819554,0.0461601783,202
21581,1959,1,17839.0265094053,0.0325832155,145
21762,1959,7,17840.6459249848,0.0633631243,265
21366,1958,6,17847.5530282919,0.0317479465,140
26389,1972,3,17858.4709780795,0.0388098829,171
26876,1973,7,17925.3654666641,0.0609176892,257
24197,1966,3,17934.8874061362,0.0302260843,134
26145,1971,7,17945.5630214654,0.0654872623,278
26633,1972,11,17973.3181318265,0.0538344488,235
23832,1965,3,17996.9840194554,0.0368317551,163
18353,1950,3,18048.9861953883,0.0390433798,172
24076,1965,11,18049.5067411256,0.042508977,186
30894,1984,7,18064.8528993477,0.060437424,259
32628,1989,4,18112.6113470874,0.0324654893,144
27241,1974,7,18225.2649139108,0.0624371472,267
10989,1930,1,18227.7358398438,0.0292871702,130
18840,1951,7,18238.1591133192,0.0596782362,257
14823,1940,7,18256.903069061,0.0556193195,240
35277,1996,7,18271.9638245221,0.065917618,280
19755,1954,1,18423.546652192,0.0294039392,131
29617,1981,1,18488.8611432418,0.0297310856,133
22858,1962,7,18521.7309807342,0.0658909014,280
20089,1954,12,18552.6463990443,0.0511409764,224
15918,1943,7,18554.0942714654,0.0485578271,211
9617,1926,4,18638.9899167552,0.0268018544,122
36372,1999,7,18647.9044770176,0.0581704357,251
23954,1965,7,18658.4722532995,0.0593921786,257
36556,2000,1,18682.0533269493,0.0294113047,132
31624,1986,7,18684.4250654202,0.0593921786,257
10074,1927,7,18772.4089426578,0.0601261331,259
21032,1957,7,18780.603667324,0.0582374292,251
25780,1970,7,18784.0986944402,0.0582374292,251
10440,1928,7,18817.588265132,0.0582374292,251
35642,1997,7,18926.2414005613,0.0454653741,199
23223,1963,7,18951.461838213,0.0593051074,257
19449,1953,3,19017.6496131675,0.0314420902,141
19936,1954,7,19042.9199266156,0.0483762652,211
25203,1968,12,19097.2768981341,0.0362139004,161
31836,1987,2,19135.964995449,0.0302160372,136
21185,1957,12,19255.9863660498,0.029426763,132
28886,1979,1,19288.7313125758,0.0276334526,125
9831,1926,11,19358.2010912849,0.0439467122,194
31685,1986,9,19403.1180076229,0.032557835,145
19510,1953,5,19543.3026206007,0.0297220945,134
16527,1945,3,19578.2912621359,0.0288179165,131
13635,1937,4,19676.7803682494,0.0296745672,137
23345,1963,11,19689.5752237561,0.0421001278,186
26053,1971,4,19700.0682930067,0.0278852502,127
36981,2001,3,19808.382063486,0.0247179073,112
27514,1975,4,19856.0201190837,0.0282339601,130
22736,1962,3,19890.011917855,0.0257342428,116
31016,1984,11,19897.5584136074,0.0374468886,167
23407,1964,1,19914.2672652458,0.0253781601,115
13270,1936,4,19952.2719110285,0.0301367176,138
10013,1927,5,19997.3008191748,0.0253943492,115
31867,1987,3,20054.0716493477,0.0232854708,106
30224,1982,9,20254.1252607327,0.0305347431,137
24868,1968,1,20326.0477188258,0.0225554464,102
35520,1997,3,20469.6139544144,0.0289024541,133
10287,1928,2,20476.6252654733,0.0217099415,100
10348,1928,4,20789.7292836013,0.0278532072,127
37711,2003,3,20839.1572076001,0.0250461543,113
26664,1972,12,20843.5344451608,0.0227546765,103
10258,1928,1,21033.3593939624,0.0255722904,116
34393,1994,2,21140.6425402002,0.0214030293,98
13849,1937,11,21330.7204755765,0.0310289798,139
31443,1986,1,21333.5700944326,0.023955668,110
8521,1923,4,21501.2250644721,0.0259874096,121
17653,1948,4,21555.5323782615,0.0210924139,98
15431,1942,3,21945.6570653823,0.021064406,98
25992,1971,2,22075.3456841626,0.0199851575,91
15826,1943,4,22158.067458662,0.0264314742,124
24138,1966,1,22191.1452138956,0.0206964845,96
36129,1998,11,22326.6154714047,0.0236308539,107
9252,1925,4,22357.3261149879,0.0252646673,118
34120,1993,5,22553.2180578732,0.0264961163,123
24166,1966,2,22605.9201304612,0.0194421241,90
32173,1988,1,22766.9453030188,0.018659131,88
19418,1953,2,22769.0488755309,0.0202621614,94
29645,1981,2,22880.9491903064,0.0194930715,90
23162,1963,5,22897.7626479066,0.025197906,118
37741,2003,4,23020.6809674606,0.0195331149,92
36280,1999,4,23129.0349476638,0.0198959105,94
28945,1979,3,23178.6336089199,0.0208873299,98
23101,1963,3,23237.9865461924,0.0195776273,91
26084,1971,5,23255.5893128034,0.0248512049,116
25476,1969,9,23325.6814984072,0.0237658262,108
16131,1944,2,23357.6206860589,0.0209530908,98
36950,2001,2,23456.1114134557,0.0189847063,89
12874,1935,3,23612.563049909,0.0188968772,89
8156,1922,4,23923.6685565837,0.0199830333,94
8432,1923,1,23928.9202821602,0.018876113,89
17684,1948,5,24147.9194762591,0.0207999749,97
12815,1935,1,24161.4249658677,0.0162136073,77
19267,1952,9,24282.531050895,0.0230888472,105
37680,2003,2,24325.4114362106,0.0193064877,90
24015,1965,9,24555.8937253489,0.0206043609,94
27302,1974,9,24593.7090886681,0.0206043609,94
24745,1967,9,24712.1202214806,0.0221641352,101
23011,1962,12,24712.360977321,0.0198259341,93
15979,1943,9,24776.1545244235,0.0221618489,101
14153,1938,9,24876.6602131371,0.0198767695,91
8309,1922,9,24918.7540863926,0.0215776073,99
34972,1995,9,25069.1944307494,0.0214278023,98
18718,1951,3,25085.7190344357,0.017409834,82
26206,1971,9,25221.5535687197,0.0197283801,90
23284,1963,9,25313.4024480431,0.019679534,90
36433,1999,9,25322.2179630613,0.0197283801,90
13911,1938,1,25371.2960785801,0.0181133153,86
14641,1940,1,25375.946516611,0.0159973097,78
19632,1953,9,25394.2512230734,0.0208726182,96
25841,1970,9,25453.7787374848,0.0213772462,98
15614,1942,9,25478.125701608,0.019678384,90
20728,1956,9,25498.2284302943,0.019679534,90
21458,1958,9,25545.1800003792,0.0196914008,90
27545,1975,5,25580.0965848756,0.0179056167,85
35703,1997,9,25671.7904372725,0.0213144337,98
30955,1984,9,25741.8335766839,0.0196178651,90
27667,1975,9,25943.495041338,0.0190797402,88
15249,1941,9,26070.3413702215,0.0191138927,88
35338,1996,9,26262.3758722694,0.0191103142,88
19359,1952,12,26444.110474818,0.0198263332,95
24653,1967,6,26463.463791338,0.0189089561,90
11048,1930,3,26493.625749014,0.0171599986,83
8126,1922,3,26531.9488395024,0.018883605,90
22340,1961,2,26636.7977946754,0.0175965201,85
8401,1922,12,26640.9229558556,0.0188803245,90
37256,2001,12,26668.2912242112,0.0177886461,86
33663,1992,2,26712.6091569326,0.0164464684,80
21975,1960,2,26741.2076949333,0.0168773458,81
13240,1936,3,26890.8125758495,0.0176930614,85
33328,1991,3,26896.6864665504,0.0164194542,80
24928,1968,3,27304.5456045206,0.0172307609,83
19844,1954,4,27538.8531553398,0.0159714886,78
14061,1938,6,27597.8914119387,0.0174875048,83
15492,1942,5,27672.7097428701,0.0164962998,80
9893,1927,1,27885.2666300061,0.0156082085,76
19175,1952,6,28246.4185376214,0.0170079044,81
34880,1995,6,28341.6738944933,0.0169921768,81
30285,1982,11,28549.2279183101,0.0171143936,83
28914,1979,2,28740.0308233465,0.0160931495,79
20910,1957,3,28805.9844887743,0.0154692597,76
22950,1962,10,29055.8755973149,0.0205282178,98
30102,1982,5,29321.0960918538,0.0156858514,78
30772,1984,3,29526.8899992415,0.016092802,79
8217,1922,6,29653.9661900789,0.017257549,84
29920,1981,11,30135.6146749848,0.0180687343,87
36160,1998,12,30243.2780738016,0.0173638982,84
35185,1996,4,30485.61288304,0.0121806341,62
25658,1970,3,30520.4970229066,0.0161072687,79
28610,1978,4,30852.5301122573,0.0154078323,78
23801,1965,2,31202.4206045206,0.0161514238,79
20606,1956,5,31589.3424510771,0.0148509144,74
24472,1966,12,31779.7707638046,0.0127373821,63
18322,1950,2,31848.4358218295,0.012688744,63
20545,1956,3,32316.1965260922,0.0125123168,63
35826,1998,1,32519.6664991657,0.0080560116,42
19814,1954,3,32718.5778879703,0.0126573513,63
23862,1965,4,33233.9309200546,0.0121673109,62
18993,1951,12,33304.2493552791,0.012333787,62
8095,1922,2,33354.325669372,0.012172447,62
26023,1971,3,33399.8389999241,0.0126532762,63
34089,1993,4,33658.7437803398,0.015639858,78
35216,1996,5,33769.2838668083,0.0157386735,79
15127,1941,5,33770.5727207221,0.0154391902,78
13180,1936,1,33838.1993799302,0.0123357351,62
21216,1958,1,34018.5714786863,0.0123357351,62
35095,1996,1,34273.0133684769,0.0123521353,62
21336,1958,5,34277.8791812045,0.0147458029,74
13605,1937,3,34282.894028747,0.0110500027,57
30741,1984,2,34532.6775921572,0.0120906973,62
13574,1937,2,35009.2486915959,0.0109710652,56
17988,1949,3,35700.5841455552,0.0137123125,70
24592,1967,4,36086.5442961165,0.0126572095,66
37621,2002,12,36597.6375436135,0.0139615045,71
36191,1999,1,36755.8419390928,0.0123435355,62
25568,1969,12,36817.4471992567,0.0139615045,71
25323,1969,4,36923.8142445388,0.0109548175,57
9556,1926,2,36944.1674757282,0.0126106779,65
9982,1927,4,36998.4856075546,0.0126106779,65
27088,1974,2,37099.6422842081,0.0136996217,70
9952,1927,3,37198.128005537,0.0136996217,70
14976,1940,12,37525.0851600425,0.0136754053,70
15461,1942,4,37615.5902040352,0.0123884218,64
37772,2003,5,37763.3062234527,0.012352127,62
12904,1935,4,38114.2352377882,0.0125767231,65
21609,1959,2,38139.8333017294,0.0136996217,70
24623,1967,5,38691.810546875,0.0140202041,72
15341,1941,12,39132.4860247269,0.0079948,42
24503,1967,1,39316.8063941141,0.0079808133,41
30497,1983,6,39367.0493590716,0.0140202041,72
24897,1968,2,40315.1673619539,0.0125847941,65
35946,1998,5,40374.2254247573,0.0107835403,56
34059,1993,3,40733.171173392,0.0137062797,70
25354,1969,5,41087.0102396845,0.0109770909,57
32598,1989,3,41643.7552715413,0.0125710618,65
16833,1946,1,41942.5487333131,0.0079933955,42
35915,1998,4,43338.5139752731,0.0069511375,37
18597,1950,11,43489.6240139563,0.0136022728,70
24562,1967,3,43596.9448194782,0.0078088257,41
29311,1980,3,43871.426482858,0.0069511375,37
37287,2002,1,43903.7929877124,0.0063376531,33
19783,1954,2,44066.1622421117,0.0063782478,34
25964,1971,1,44096.1820577973,0.00791391,41
25933,1970,12,44151.2884557039,0.0063376531,33
27453,1975,2,44715.9043727245,0.0077301607,41
16496,1945,2,44990.6491770328,0.0079404995,42
24531,1967,2,45642.0528102245,0.0063015539,33
25293,1969,3,46407.1037621359,0.0067055557,36
15765,1943,2,46571.3751137743,0.0065200885,35
26754,1973,3,46624.8431052791,0.0065200885,35
26998,1973,11,46641.1206386529,0.0063015539,33
15737,1943,1,46953.055787318,0.005471337,29
34819,1995,4,47159.4163569478,0.0054653344,29
34028,1993,2,47250.5573611954,0.0065200885,35
28549,1978,2,47839.9841664138,0.0074872333,40
8187,1922,5,48352.8591095267,0.0122958775,65
30467,1983,5,49334.1809010922,0.0111291578,60
34000,1993,1,49503.4535611347,0.0063970868,34
22705,1962,2,49558.4347883799,0.0063970868,34
36616,2000,3,49872.3329224818,0.0063097424,34
15096,1941,4,50778.7087568265,0.0044285284,24
30712,1984,1,50847.4141004248,0.0060709872,33
35976,1998,6,51030.9903481493,0.0077285129,41
14031,1938,5,51124.2492035801,0.0066940323,36
34758,1995,2,51170.4445919296,0.0073531592,39
28521,1978,1,51582.3824901396,0.0044963854,24
19084,1952,3,52745.1053929005,0.0062932932,34
27149,1974,4,52837.272034284,0.0062590956,34
14731,1940,4,53053.2743097694,0.0062932932,34
19114,1952,4,53301.2034094357,0.0060655577,33
23742,1964,12,53569.5075849515,0.003691394,20
35430,1996,12,53610.0478989685,0.0063264212,35
18659,1951,1,53628.6755916262,0.0062590956,34
36250,1999,3,53872.5934086772,0.00626963,34
30436,1983,4,53903.495240443,0.0065573491,36
14670,1940,2,54001.5938827367,0.0044267473,24
9191,1925,2,54344.4598945692,0.0032819349,18
35489,1997,2,54547.3762704794,0.0063264212,35
19145,1952,5,54697.8918575546,0.0066587015,36
14000,1938,4,54971.3167854976,0.0062923484,34
34850,1995,5,55212.7381674757,0.0053098678,29
15796,1943,3,55596.1415162318,0.0047634212,26
13880,1937,12,56208.6877275485,0.0044580836,24
37652,2003,1,56619.7276243932,0.0044487005,24
28580,1978,3,56799.1023589199,0.0032547387,18
35155,1996,3,57430.3820160801,0.0044579471,24
27029,1973,12,57729.8242566748,0.0044487005,24
23070,1963,2,58583.4915807039,0.0042283747,23
30316,1982,12,58698.6583927488,0.0047284017,26
30650,1983,11,58731.1013349515,0.0047284017,26
18687,1951,2,58863.7542854976,0.0042283747,23
27484,1975,3,59078.6433935073,0.0038873375,22
20454,1955,12,59306.5796988774,0.0015832071,9
26695,1973,1,59755.1722542476,0.0038873375,22
16802,1945,12,60267.038360892,0.0035110548,19
15372,1942,1,60477.147034284,0.004113542,23
10318,1928,3,61489.3857137439,0.0032446715,18
19024,1952,1,62502.3182456007,0.0029908859,17
29982,1982,1,62818.4244918083,0.0041050211,23
30041,1982,3,63502.6069478155,0.00373586,21
19053,1952,2,63924.7078276699,0.0035003702,19
25627,1970,2,64101.3461771845,0.0038466615,21
13209,1936,2,64388.7384139866,0.0032460703,18
15066,1941,3,65858.3819402306,0.004330577,24
20514,1956,2,65983.2167399879,0.004330577,24
35885,1998,3,66077.7041489685,0.0035847333,20
30347,1983,1,66860.3457789745,0.0032684854,18
26723,1973,2,67304.4746662621,0.002984015,17
23131,1963,4,69848.8301160498,0.001527033,9
19390,1953,1,69990.6248293386,0.0014874012,8
29251,1980,1,70049.9952025182,0.0035111486,20
21275,1958,3,70561.1982516687,0.001526828,9
15007,1941,1,70564.5920244236,0.0019394575,11
21305,1958,4,71406.6900219964,0.0016475636,9
36585,2000,2,71454.3409814927,0.0009428832,5
18628,1950,12,72563.9861574636,0.0022504816,13
36219,1999,2,73037.3469356796,0.0009428832,5
29951,1981,12,74813.4898551274,0.0009493284,5
30010,1982,2,74899.2718446602,0.00095693,5
27119,1974,3,76705.3737674454,0.0004564331,3
34730,1995,1,77811.730620449,0.0017588631,10
14701,1940,3,78058.8404315837,0.0014683199,8
15035,1941,2,78654.1790617415,0.0007267425,4
25234,1969,1,79742.1479824029,0.0006263318,4
29280,1980,2,82034.1969432646,0.0006263318,4
23773,1965,1,82854.235076608,0.0007292524,4
31502,1986,3,84860.3316709648,0.0008281613,5
35124,1996,2,86765.7161900789,0.0008249339,5
27060,1974,1,87620.6595684163,0.0008249339,5
9921,1927,2,88127.5846101335,0.0009246695,5
30071,1982,4,88207.9644455401,0.0008164036,5
25262,1969,2,88545.4358881978,0.0010281136,6
15400,1942,2,89684.0943188714,0.0006009293,4
13939,1938,2,93451.1335520328,0.0006691008,4
13970,1938,3,95447.6206955401,0.0004026965,2
20485,1956,1,99251.9004475121,9.59953074635922E-05,1
21244,1958,2,100460.703068113,0.0008694147,5
30681,1983,12,104840.597049454,9.58382613842175E-05,1
30375,1983,2,106085.802639563,0.0002845594,2
34789,1995,3,111852.499544903,0.000240678,1
31471,1986,2,114246.312803398,0.000240678,1
35854,1998,2,115856.554990898,0.0002409353,1
25599,1970,1,117226.473490595,0.0002407875,1
30406,1983,3,127375.945919296,0.0002309026,1
35461,1997,1,128899.510770631,0.0002409353,1
